1701,中国国际文化交流中心北京培训中心与中国画院文化活动,中国画院集团有限公司,中国国际文化交流中心北京培训中心,"北京市,上海市,江苏省,山东省,广东省,海南省,新疆维吾尔自治区,广西壮族自治区,陕西省,甘肃省,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,浙江省,安徽省,福建省,江西省,河南省,湖北省,湖南省,重庆市,四川省,贵州省,云南省,西藏自治区,青海省,宁夏回族自治区,天津市",2019.04.15-2020.04.14
1700,消费者公益科普宣传,沃尔玛基金会,中国连锁经营协会,"北京市,上海市,广东省",2018.10.05-2019.10.02
1699,澳门养生武术协会到端州参观访问,澳门养生武术协会,肇庆市端州区委统战部,广东省,2019.04.26-2019.04.28
1698,粤港历史文化考察青少年交流团肇庆活动,香港国际交流基金会有限公司,肇庆市博物馆,广东省,2019.04.20-2020.02.28
1697,天津论坛（2019）年会经费捐赠,财团法人崔鈡贤学术院,南开大学教育基金会,天津市,2019.04.12-2019.12.31
1696,南开大学亚洲研究中心2019年运营经费捐赠,韩国高等教育财团,南开大学教育基金会,天津市,2019.04.12-2019.12.31
1695,内地农村服务体验计划,香港国际交流基金会有限公司,连南瑶族自治县三排镇油岭小学,广东省,2019.04.11-2019.04.12
1694,清华大学文化素质教育基地人文实践项目,曾憲備慈善基金有限公司,清华大学教育基金会,"北京市,陕西省,河南省",2019.04.01-2020.03.31
1693,爱足迹 - 湾区育苗志愿者培训计划2019,澳门青年志愿者协会,广东省青年联合会秘书处,广东省,2019.04.19-2019.04.22
1692,香港善启慈善基金会在七星关区开展扶贫活动,善启慈善基金会有限公司,中国共产主义青年团毕节市七星关区委员会,贵州省,2019.04.16-2020.04.15
1691,“欢乐加油”慈善活动,欢乐之家基金会有限公司,赵县孤儿院,河北省,2019.04.20-2019.07.20
1690,2019年香港轩辕教育基金会捐资助学活动,轩辕教育基金会,云南大学,云南省,2019.04.20-2019.06.30
1689,雅礼协会高中英语口语教学年会,雅礼协会,安徽省休宁中学,安徽省,2019.04.20-2019.04.21
1688,《慕夏》,慕夏基金会,上海明珠美术馆,上海市,2019.03.29-2019.07.21
1687,燕云翁源创新周,燕云教育基金有限公司,翁源县中等职业技术学校,广东省,2019.05.13-2019.05.16
1686,农村志愿者社服能力建设和贫困青少年教育发展及助学,爱基金,爱德基金会,"江苏省,山东省,甘肃省,陕西省,湖北省,云南省,贵州省,吉林省,江西省,安徽省,四川省",2019.04.20-2019.12.31
1685,失智症家属支持计划,联合包裹服务公司基金会,爱德基金会,江苏省,2019.04.20-2019.12.31
1684,e万行动温暖一岁,联合包裹服务公司基金会,爱德基金会,"江苏省,云南省",2019.04.20-2019.12.31
1683,万科社区新增居民健身设施项目,铁姆肯慈善基金会,太湖街道万科社区工作站,江苏省,2019.02.28-2019.12.31
1682,2019年6月连山壮族瑶族自治县“扶贫复明”活动,力行植林慈善基金会,连山壮族瑶族自治县残疾人联合会,广东省,2019.06.03-2019.06.11
1681,茵之窗2019在湘交流活动,茵之窗国际视野联盟,长沙高新技术产业开发区对外科技交流中心,湖南省,2019.04.10-2020.04.09
1680,（中山—香港）听障人士友好交流会活动,搭上搭義工團,中山市聋人协会,广东省,2019.04.19-2019.04.22
1679,内地农村服务体验计划,香港國際交流基金會有限公司,连南瑶族自治县大坪中心学校,广东省,2019.04.21-2019.04.21
1678,清华大学校史馆发展项目,清华大学（香港特别行政区）教育基金会有限公司,清华大学教育基金会,北京市,2019.05.13-2020.05.12
1677,清华大学苏世民项目“丁立业奖学金”,清华大学（香港特别行政区）教育基金会有限公司,清华大学教育基金会,北京市,2019.05.15-2020.05.14
1676,探望受助学生及进行义工活动,香港普贤教育促进会有限公司,连南瑶族自治县民族高级中学,广东省,2019.04.19-2019.04.22
1675,唇腭裂手术服务,房角石协会有限公司,青海省福利慈善医院,青海省,2019.04.21-2019.08.31
1674,Global Summer Program,土木工程师学会（英国）,上海交通大学船舶海洋与建筑工程学院,上海市,2019.07.15-2019.07.26
1673,上海大学NITORI国际奖学金,公益财团法人 似鸟国际奖学金财团,上海大学教育发展基金会,上海市,2019.03.31-2019.12.31
1672,广州地区心智障碍者双老家庭支持试点项目, 凯瑟克基金,广州市扬爱特殊孩子家长俱乐部,广东省,2019.06.01-2020.05.31
1671,乳源徒步筹款助学活动,广东救援辅助队（香港）协会,乳源瑶族县治县特殊教育学校,广东省,2019.04.01-2020.03.31
1670,助明行动,助视会,济宁京华眼科医院,山东省,2019.03.15-2020.03.14
1669,2019亚洲舞蹈艺术节重庆赛区总决赛,"国际音乐舞蹈交流促进会,国际音乐舞蹈交流促进会",重庆渝州公益事业服务中心,重庆市,2019.04.09-2019.08.10
1668,香港荃工校友会慈善基金捐建洽水谿村学校综合楼助学,香港荃湾官立工业中学校友会慈善基金有限公司,怀集县洽水镇中心小学,广东省,2019.04.16-2020.04.15
1667,加拿大白求恩医学发展协会疝外科专家组 2019年4,加拿大白求恩医学发展协会,肇庆市第一人民医院,广东省,2019.04.21-2019.04.22
1666,助学探访活动,真诚助学会,连南民族高级中学,广东省,2019.04.19-2019.04.21
1665,杭州云谷学校接受湖畔帕特纳教育基金会有限公司捐赠3,湖畔帕特纳教育基金会有限公司,杭州云谷学校,浙江省,2019.04.03-2020.03.31
1664,高中学生助学金派发项目,慈恩基金会有限公司,平江县教育体育局,湖南省,2019.03.20-2019.12.31
1663,平江地区援建项目,慈恩基金会有限公司,平江县教育体育局,湖南省,2019.03.04-2020.02.28
1662,全球城市领导力与公共政策项目及大学生城市可持续,奥科宁克基金会,上海同济大学教育发展基金会,上海市,2019.03.01-2019.11.30
1661,澄江化石科学研究博物馆标本捐赠,环球健康与教育基金会,澄江化石科学研究博物馆,云南省,2019.04.15-2020.04.14
1660,2019年度武汉大学-“永旺杯”日语演讲比赛捐赠,公益财团法人 永旺1%俱乐部,武汉大学教育发展基金会,湖北省,2019.03.22-2019.06.30
1659,苗圃行动2019年度绵阳市剑门路学校教育助学项目,苗圃行动,绵阳市剑门路学校,四川省,2019.04.10-2020.04.09
1658,爱承传怀集县永固镇初级中学关爱计划,爱承传基金協会有限公司,怀集县永固镇初级中学,广东省,2019.04.18-2020.04.17
1657,香港心斋基金有限公司助学活动,心斋基金有限公司,新丰县教育局,广东省,2019.04.17-2019.04.19
1656,与澳门社区义工联合总会开展亲子义工体验营活动,澳门社区义工联合总会,肇庆市鼎湖区台港澳事务局,广东省,2019.05.19-2019.05.20
1655,香港梅州社团总会访问交流团来梅交流,香港梅州社团总会有限公司,梅州市海外联谊会,广东省,2019.04.19-2020.04.18
1654,慈恩基金会助学,慈恩基金会有限公司,宁夏海外交流协会,宁夏回族自治区,2019.05.13-2019.05.17
1653,甘肃省陇南地区关爱老人,慈恩基金会有限公司,甘肃省人民政府外事办公室港澳处,甘肃省,2019.05.11-2019.05.18
1652,2019-2021传统机构内性别不平等促进项目,"亚洲国际团结协会,亚洲国际团结协会",尕巴松多镇科日干村村委会,青海省,2019.04.01-2020.03.31
1651,钟惠明奖学金、钟惠明助学金,惠明慈善基金,江西理工大学,江西省,2019.03.07-2020.03.06
1650,福慧达利慈善奖学金颁奖,香港福慧慈善基金会,嘉兴学院学生处,浙江省,2019.04.06-2019.04.07
1649,国家医保药品目录在中国的实施,美国药品研究与制造企业协会,中国发展研究基金会,北京市,2019.04.10-2020.04.09
1648,同心助学2019年春季助学金发放活动,童飞翔,韶关市浈江区志愿者联合会,广东省,2019.04.20-2019.04.22
1647,扶贫攻坚助力，关爱弱小慈善活动,德国米苏尔社会发展基金会,贵州省亚桥公益服务中心,贵州省,2019.01.13-2019.12.31
1646,善启慈善基金会2019年大方县爱心扶贫活动,善啟慈善基金会,共青团大方县委,贵州省,2019.03.07-2019.12.31
1645,2018-2019年度师范生助学,慈恩基金会有限公司,贵阳幼儿师范高等专科学校,贵州省,2019.05.05-2019.05.06
1644,第三届“两岸心·客家情”粤台百幅书画艺术展,中华教育文化经贸促进总会,嘉应学院客家研究院,广东省,2019.04.21-2019.04.25
1643,“一带一路”的绿色发展,世界大学联盟,中国人民大学国际关系学院,北京市,2019.04.15-2019.09.07
1642, 光华教育基金会奖学金,光华教育基金会有限公司,哈尔滨工业大学学生工作处,黑龙江省,2019.03.21-2019.11.30
1641,NITORI国际奖学金,公益财团法人 似鸟国际奖学财团,上海市华东师范大学教育发展基金会,上海市,2019.03.25-2019.06.30
1640,香港福慧美国赵氏廷芳上海大学奖学金,福慧慈善基金会,上海大学教育发展基金会,上海市,2018.10.17-2018.10.18
1639,推动广州市控制吸烟法律修订及实施项目,国际防痨和肺部疾病联合会,广州市控制吸烟协会,广东省,2019.04.01-2020.02.29
1638,肇澳青年义工交流会,澳门义务青年会,肇庆市西江社会工作服务中心,广东省,2019.04.15-2019.04.18
1637,慈恩基金会前往甘肃天水师范学院开展助学活动,慈恩基金会有限公司,甘肃天水师范学院,甘肃省,2019.04.05-2019.05.20
1636,“寻根之旅夏令营”,张锦程基金会,普宁职业技术学校,广东省,2019.03.24-2019.05.13
1635,李嘉诚基金会捐助支持江西省教育科研及女性发展项目,李嘉诚基金会有限公司,南昌大学潘际銮教育基金会,江西省,2019.03.09-2020.03.08
1634,香港蒋震工业慈善基金向浙江大学教育基金会捐赠,香港蒋震工业慈善基金,浙江大学教育基金会,浙江省,2019.03.06-2020.03.01
1633,海鸥助学团活动,香港海鸥助学团有限公司,浙江大学教育基金会,浙江省,2019.04.05-2019.04.08
1632,中山大学岭南（大学）学院董事会教育奖励金,岭南(大学)学院教研发展基金有限公司,广东省中山大学教育发展基金会,广东省,2019.06.03-2019.12.06
1631,侨港新会商会110周年会庆恳亲大会,侨港新会商会,江门市新会海外联谊会,广东省,2019.04.15-2019.04.17
1630,香港余氏宗亲会捐赠风采月刊社办刊经费活动（1）,香港余氏宗亲会,广东省台山市风采月刊社,广东省,2019.04.15-2019.04.15
1629,“希望工程”学校配套项目,美国慈善援助基金会,中国青少年发展基金会,安徽省,2019.02.28-2020.02.28
1628,“希望的希望”可口可乐乡村教师培训项目,可口可乐基金会,中国青少年发展基金会,陕西省,2019.03.01-2020.02.29
1627,日间康复中心社工督导服务项目,香港善导会,广州市民政局精神病院,广东省,2019.04.10-2019.10.31
1626,香港余氏宗亲会捐建台山市台城街道桂水良甫余公祠活动,香港余氏宗亲会,台山市台城街道桂水村民委员会,广东省,2019.03.30-2019.12.31
1625,香港余氏宗亲会捐建台山市寅佩祖祠文化活动中心,香港余氏宗亲会,台山市白沙镇新三八村和谐乡亲联谊会,广东省,2019.03.30-2019.04.30
1624,香港台山慈善基金2019年奖助学金颁奖活动,香港台山慈善基金有限公司,台山市教育局办公室,广东省,2019.05.17-2019.05.17
1623,中山大学资讯管理学院澳门图书馆暨资讯管理协会奖学金,澳门图书馆暨资讯管理协会,广东省中山大学教育发展基金会,广东省,2019.02.25-2020.02.24
1622,第六届扶贫助学,澳门江门青年会,鹤山市归国华侨联合会,广东省,2019.04.13-2019.04.14
1621,看见需要·分享爱,思源协会有限公司,灌阳县思源之家扶贫资助中心,广西壮族自治区,2019.05.01-2020.04.30
1620,同心同行，勇于追梦,思源协会有限公司,灌阳县思源之家扶贫资助中心,广西壮族自治区,2019.05.01-2020.04.30
1619,杭州师范大学福慧达利慈善奖学金颁奖,香港福慧慈善基金会,杭州师范大学教育基金会,浙江省,2019.04.07-2019.04.09
1618,慈恩基金会——永平县北斗乡丫后泥公路建设项目,慈恩基金会有限公司,永平县人民政府侨务办公室,云南省,2019.04.21-2019.10.20
1617,慈恩基金会——永平县杉阳镇金河村烟子塘人畜饮水工程,慈恩基金会有限公司,永平县人民政府侨务办公室,云南省,2019.04.21-2019.10.20
1616,慈恩基金会——永平县杉阳镇松坡村回龙山人畜饮水工程,慈恩基金会有限公司,永平县人民政府侨务办公室,云南省,2019.04.21-2019.10.20
1615,贫困学生家庭探访及助学金发放活动,向山举目助学金会,乐昌市学生助学工作办公室,广东省,2019.04.20-2019.04.22
1614,香港福慧慈善基金会捐助高中家庭经济困难学生,福慧慈善基金会,肇庆市第一中学,广东省,2019.04.03-2019.04.30
1613,香港慈恩基金会在西北师范大学开展助学活动,慈恩基金会有限公司,西北师范大学,甘肃省,2018.12.28-2019.06.20
1612,香港福慧慈善基金会捐助高中家庭经济困难学生,福慧慈善基金会,广东肇庆中学,广东省,2019.04.03-2019.04.30
1611,香港福慧慈善基金会捐助高中家庭经济困难学生,福慧慈善基金会,肇庆鼎湖中学,广东省,2019.04.03-2019.04.30
1610,万豪家族基金会中国旅游教育项目,万豪家族基金会,安徽中澳科技职业学院,"安徽省,北京市,重庆市,福建省,广东省,吉林省,辽宁省,山东省,内蒙古自治区,上海市,广西壮族自治区,贵州省,海南省,河北省,陕西省,山西省,四川省,天津市,云南省,浙江省,黑龙江省,河南省,湖北省,湖南省,江苏省,江西省",2019.04.01-2020.03.31
